id,predicted_price
157,578298.1024059544
158,445066.95783721516
159,638325.5067009899
160,516511.10410382977
161,709350.3508465553
162,453938.85527964996
163,277367.0952190424
164,304207.3051379977
165,441927.66731854103
166,455546.35037346784
167,193115.65456221884
168,295145.4031629621
169,471276.4748442371
170,400059.2972016665
171,599813.1328878081
172,504269.8352541651
173,322779.55622124934
174,633416.6992793137
175,453292.18560268637
176,322197.1690779965
177,286914.56230100535
178,824840.6887105482
179,240535.15991218967
180,272731.76473303227
181,385363.09268453915
182,465936.80449938326
183,436920.90297984047
184,589951.8943185521
185,699518.8968362863
186,388670.1508722721
187,205986.73877067666
188,538612.4674654866
189,432914.22522843577
190,445321.36606484005
191,245100.80215443985
192,621432.8599241637
193,1009880.1066758123
194,799561.63344298
195,305834.72360490373
196,453292.2680790854
197,356817.71525910177
198,2065188.9069302483
199,544716.9774808313
200,520978.71318696253
201,301737.2749686395
202,321845.3716854636
203,542294.4296432419
204,1250793.0264484477
205,1022509.9303578231
206,270944.61300038
207,496149.0098225808
208,268783.64705945
209,555564.314657189
210,753882.7750201111
211,340159.00164182746
212,320807.31566341274
213,627278.7839658617
214,376022.81347052485
215,316573.20480893133
216,458117.4624773486
217,626718.0257844125
218,216628.77005197827
219,360615.080660139
220,411131.75556864764
221,1442342.931574938
222,406510.608030105
223,415388.3244388371
224,370241.55088066665
225,502490.1554973743
226,465208.1892131098
227,395115.69991532725
228,671759.7441968208
229,703070.267276813
230,421591.7190157286
231,311133.0843635595
232,344469.44700139103
233,484257.25128467113
234,211808.56240551168
235,480795.1576392246
236,355721.7177204029
237,236984.45133910375
238,255981.87761827832
239,2587574.52400409
240,276310.2635545004
241,347943.68410139275
242,442236.925695083
243,602908.6017437754
244,426551.83542312315
245,432330.56341157947
246,440354.2310792788
247,445715.8612549613
248,454476.18780204694
249,706186.2705855495
250,696924.3926959324
251,635557.3697282675
252,422832.5199083384
253,490167.9765471297
254,400110.0206170985
255,437569.9310896641
256,376514.5213063545
257,416234.75392832485
258,326476.0614189689
259,847838.1411358411
260,277688.5909689893
261,4243422.6473204745
262,414492.3448076281
263,620424.451698425
264,1041511.8961856829
265,564989.8213563492
266,635973.0004497451
267,913978.2205817697
268,291219.9530100338
269,492612.35296813655
270,512475.16824627103
271,512683.4489207386
272,408872.1636926569
273,394922.62327294657
274,473000.0495307591
275,535807.3652605399
276,2029531.5625500474
277,259114.8200248655
278,387712.7488725184
279,456218.0204092491
280,321334.7454020418
281,292888.4567502353
282,512586.4177858445
283,273812.0190436745
284,407364.53681892087
285,456163.77364130795
286,399276.1774843029
287,331915.2839420976
288,466856.1258144473
289,503063.7357351369
290,247065.07192296122
291,481832.77153177507
292,603865.9009600927
293,205313.14669059223
294,271675.378461586
295,775501.5114540071
296,996439.985420458
297,382122.82178854046
298,326507.8328699536
299,572628.7317019948
300,572838.6793928887
301,496639.009527407
302,503120.94457562204
303,356007.3816705284
304,601671.5712941948
305,369491.7953064791
306,600108.5005447613
307,393528.88069007185
308,545977.3128133353
309,253838.220955049
310,411576.9192672641
311,285886.9575309089
312,350374.9422962911
313,1011994.4055114957
314,1027443.8163335172
315,880514.9003538953
316,281966.469259214
317,834898.1589864969
318,319811.31581706664
319,845365.1338463867
320,469759.9718340195
321,329660.54796525295
322,442438.778685054
323,305842.4224770955
324,245829.92904458736
325,421297.36824727926
326,386234.53977574554
327,577189.0930231607
328,327370.035906673
329,348634.6168115376
330,238333.60516630067
331,583469.0657908788
332,240897.3898416541
333,337495.2779515027
334,303508.63527192874
335,361240.07494761795
336,374158.9418863535
337,583926.575352768
338,385085.6283066699
339,1713185.3831870551
340,196953.53210904173
341,1856492.1660767687
342,539107.1618228584
343,566540.5104050561
344,510762.84936098615
345,751792.0468064018
346,730002.0470462834
347,384096.99875643454
348,409253.40304594545
349,507948.1241560164
350,639525.4569543202
351,226357.9878752338
352,388641.3138764333
353,388796.6135740597
354,710495.1296188673
355,244006.93535013014
356,891849.8035718112
357,522773.208655306
358,943318.704336624
359,697139.1227769224
360,553716.4772260601
361,396952.2167206503
362,878358.3581311604
363,244441.5978568274
364,497131.6977304447
365,640493.0241691003
366,268914.4316921383
367,592452.8609122899
368,375604.8400356696
369,2257784.329771463
370,407318.1190474015
371,409008.0717347245
372,421728.7728191328
373,823032.0324728829
374,430010.2347601494
375,438366.0514105062
376,414543.1347444155
377,287416.55862971424
378,543004.0140094605
379,258881.95769016238
380,401636.93487903685
381,567044.392683951
382,513313.95794152946
383,558918.4099344974
384,499352.3118596574
385,366660.3539388367
386,326507.89831895026
387,400006.3010319456
388,496961.7939957269
389,388018.1804720652
390,479100.560899466
391,444903.82508085825
392,410097.5801222972
393,507783.86002004915
394,360446.5835029096
395,712821.205869046
396,411915.63047788676
397,275179.04046531883
398,1735071.9595648728
399,634726.4300164556
400,443112.6381319702
401,343531.811155696
402,400722.5759225771
403,673867.2993610633
404,287494.8245511221
405,389104.68110687746
406,341629.71117017925
407,522270.8959195561
408,505382.9298346388
409,362578.3009091795
410,350517.97597429436
411,391083.66873906273
412,441406.21311247116
413,550640.0284543411
414,533076.3109251487
415,258875.3702337222
416,461512.847975818
417,464010.7950501606
418,495760.0471582903
419,1138937.5630958467
420,434486.14362116886
421,580676.9414331042
422,416110.72831751563
423,274939.0464611548
424,980076.3338332076
425,409086.2503885529
426,636076.9687699443
427,399455.8168286646
428,534237.179875099
429,438837.2502060766
430,240395.3659183851
431,840266.3787833229
432,546165.3162385373
433,569237.0157552286
434,435550.4685375787
435,499580.98028098524
436,839750.6301300128
437,724595.2061162677
438,420714.3704902852
439,427005.2063996272
440,275053.30090578465
441,766160.4383824237
442,428200.02778158954
443,472011.21661347453
444,242164.21830007897
445,326792.339907244
446,360978.4293463084
447,430488.32234213926
448,2224826.6729628346
449,454380.50892251683
450,930129.7587409535
451,393159.982677534
452,181576.18894680322
453,496585.6273542593
454,452220.26869896724
455,363838.55122208025
456,678408.1650956755
457,353745.09950290184
458,862265.3033305919
459,355374.0415453947
460,276779.0792862984
461,375503.1915513437
462,576448.6521857607
463,951528.4281825663
464,554228.7967392255
465,1087208.851226584
466,451552.9364269147
467,577160.0314027449
468,431799.1319479002
469,774258.141225636
470,325657.6355453246
471,635726.5683540332
472,360451.608453747
473,373519.16129531316
474,970330.74518231
475,464722.0440098917
476,431759.5788886641
477,344611.9374805492
478,352541.7913221598
479,468089.0722220222
480,365346.00185675337
481,243125.10688138916
482,220344.40673582113
483,476309.5193877764
484,387191.7518360575
485,315859.34139742365
486,713063.9732839882
487,408061.26828840066
488,263435.6607946754
489,657525.669952274
490,357379.8512355294
491,653625.8904017394
492,366070.1358128566
493,440936.65183854103
494,635109.2074541042
495,2808072.632128516
496,302881.31461822044
497,1049627.133512877
498,338783.856057418
499,442318.43841697427
500,463776.5672738415
501,396058.11037721013
502,450613.4159792341
503,361999.54682208097
504,646297.0699835316
505,282980.0298158729
506,614651.411918572
507,753890.5263195913
508,1252110.4596976945
509,337743.03129735717
510,415339.20328202454
511,1220370.2080208964
512,620927.6763296863
513,670366.5257661731
514,784471.1178725726
515,374274.1561914744
516,656997.7928190266
517,547675.4152142085
518,178924.00225945396
519,298740.7143366741
520,417110.6730936306
521,345200.32775015675
522,515624.34837958356
523,417604.1515449197
524,377147.0909461172
525,496378.76686143316
526,290734.2467920856
527,507895.5017374524
528,273148.53088900424
529,983412.9994922678
530,434152.692901705
531,445115.9122989557
532,337279.51286470494
533,1504590.5921520463
534,411104.3423545684
535,170197.5325961326
536,387342.42615595734
537,349776.3949945754
538,1032406.6510273411
539,502966.79224430077
540,956568.5082196479
541,536854.4144209785
542,398356.398281084
543,592354.9320885928
544,251096.45103385794
545,1709298.0078434346
546,490104.73115769983
547,402360.4089074209
548,804040.6517499171
549,505457.42126461555
550,219536.3956764357
551,594670.4806250718
552,281194.82397426746
553,571352.7080443024
554,1529158.8864660487
555,276956.80558500916
556,335431.9555073419
557,321428.21428197436
558,259866.75659997846
559,235271.16384178153
560,855850.4690384732
561,352955.55479555845
562,208972.64681152022
563,494058.13729620056
564,413286.0446870061
565,164863.61674264242
566,515187.13499647344
567,256388.42257845122
568,453967.9129650547
569,284992.92018509726
570,836605.3551049733
571,492214.67757914634
572,394977.847657996
573,843857.7078178751
574,266428.5312471069
575,256733.8411622257
576,392028.03381093586
577,283641.4309814922
578,317247.21902584936
579,366038.3565132747
580,532767.3733617985
581,471673.32651534525
582,601717.6463962311
583,667241.4232011915
584,317107.59549106343
585,375100.9223825624
586,362637.761121209
587,306815.2321083098
588,435270.501838963
589,347506.0727805932
590,271662.6526635598
591,378944.28481701866
592,750592.0446884794
593,390805.3517022096
594,296668.5528524784
595,594710.0223647757
596,564593.2099318666
597,1030461.2819040976
598,989389.5764933359
599,562948.6414627372
600,459465.3744064445
601,646239.7558864291
602,405361.3879670766
603,596366.9717721689
604,159141.43830823334
605,441617.5082255629
606,308825.2980133129
607,356823.78884415724
608,332521.5784019822
609,371535.60125752096
610,467574.6504291911
611,617339.6509150483
612,239126.86330051775
613,400518.4083178295
614,562087.331626203
615,326706.8919100002
616,256298.8379023585
617,311108.39724448643
618,366282.8417840141
619,416315.8685673991
620,689836.5497603347
621,742216.9647136217
622,633536.4118431445
623,2440106.2597248154
624,596668.1030934597
625,1022135.9895619821
626,600713.325696717
627,364469.8029056669
628,528964.5939471085
629,765566.4146592986
630,629561.4709647493
631,339391.36980845174
632,341028.82129157154
633,483577.84253035637
634,584393.4522093913
635,400793.6538426881
636,481099.5542166568
637,477079.4476145137
638,468179.2574879982
639,295419.81591580174
640,590162.4336766911
641,431936.0567417467
642,921178.2591214981
643,571260.8718780739
644,495247.9524879985
645,380032.4930144412
646,606259.1051142459
647,478761.77916003746
648,658064.4876991968
649,370579.0928903927
650,263151.6710936234
651,638919.7363063532
652,385317.998281954
653,531239.7104666997
654,340892.3950332903
655,1918573.2896469072
656,410717.99648713117
657,514282.970113733
658,680254.0268805227
659,603137.8413409706
660,554119.6884628579
661,239178.53198289318
662,281347.70577646134
663,338167.8367904531
664,786159.6215647005
665,324975.2031237617
666,485747.5890346458
667,821962.3304445434
668,388811.2111575162
669,480593.9614871628
670,351138.7920078797
671,1253988.905437129
672,454887.78220482037
673,904432.4283949408
674,865870.8513303347
675,417640.53632604517
676,620012.0117537766
677,589458.6539930498
678,661513.1329392219
679,433598.86845868157
680,589400.9097825002
681,531284.030409255
682,363802.19360195776
683,515859.63469814806
684,220006.83652445395
685,472731.3066877579
686,465897.36184668477
687,338575.05430024833
688,565411.0814803749
689,588638.3838743162
690,321931.0987941815
691,299539.26875639835
692,237016.436672615
693,401918.63527165016
694,506485.5217033105
695,661241.8819906784
696,272832.8629840474
697,224937.369677044
698,678309.2883386465
699,217819.82822704717
700,650290.9087447016
701,400873.4896043416
702,366174.32488828024
703,278204.9459141252
704,424130.6363747967
705,443613.6920815659
706,400703.63521129615
707,1112778.128850381
708,1157733.7459948324
709,1193977.1735041353
710,289711.2457955218
711,491993.10069741966
712,383472.2696765265
713,290313.8314154396
714,349226.27464234276
715,430570.79590601893
716,223642.89761892147
717,548877.3457971876
718,370813.96594577143
719,463448.4738183592
720,411764.41325672856
721,282581.7690718364
722,409646.538711745
723,542563.5436401388
724,466347.55258619774
725,670378.8751006813
726,266413.6798904489
727,1045826.0973918071
728,492030.2171275212
729,351968.5078125128
730,626759.5249855812
731,230355.0689063013
732,405523.2499288402
733,669699.0016935145
734,1131899.6286224152
735,397683.43846697407
736,276664.43984615005
737,259824.17514157083
738,1288720.4425348984
739,855667.6179438096
740,374139.2577268993
741,396188.8546760261
742,403289.0073836747
743,362375.79811683495
744,1177382.8555706511
745,195345.27512720253
746,245519.51989615528
747,239020.46194271423
748,438338.64352615306
749,396737.10620383325
750,587766.71793114
751,584795.0498113376
752,374945.2481388749
753,325142.60951731517
754,682500.1487987032
755,304009.4478036013
756,720450.6491812791
757,798416.7967051307
758,396150.2320801406
759,571927.9057801521
760,454675.5172260479
761,257132.73290517993
762,620773.171187495
763,485025.8835320395
764,451942.9458525072
765,279113.2952637613
766,623474.6225703623
767,405166.3879103443
768,480362.8183540307
769,594119.5790031385
770,730172.8281667406
771,267163.8485111328
772,340374.2997182437
773,510438.6555013125
774,496156.7694715679
775,521526.1930284828
776,222724.8229346748
777,253199.24864037996
778,474114.9220897272
779,220824.1776958679
780,416545.7102346428
781,534408.9319763315
782,587683.1685877235
783,411058.7176910397
784,321022.93565751583
785,413770.9237065606
786,235647.63898912194
787,165457.98410791293
788,491029.67688016186
789,286126.9895662821
790,485282.03051673796
791,406434.94815876574
792,339189.5055802733
793,370993.7280014895
794,390800.04411414143
795,441431.4006959696
796,408000.62829127983
797,464038.2078689107
798,860849.7467399724
799,786674.1430416662
800,353918.8136929637
801,501564.13873478654
802,785100.2369034297
803,421846.94976850995
804,212789.56904705535
805,469416.6963624498
806,352287.8984096437
807,389374.1867706028
808,682106.3602338377
809,342101.28863796056
810,560974.5825289767
811,470086.7009871952
812,466539.4339302526
813,577350.9570834565
814,702777.9738724001
815,818110.4736598439
816,746320.7699432671
817,351009.5798564643
818,844806.9533304572
819,448388.7072725562
820,738084.5690151111
821,466742.4998562184
822,343697.79848484765
823,412914.44360660174
824,419846.9177338488
825,283154.306934182
826,788381.4109089972
827,527736.314646343
828,296990.9627786008
829,247293.87382759232
830,325854.46509810723
831,472246.86797523306
832,696361.4758950423
833,581080.2409241422
834,359017.41610117885
835,388742.2663325633
836,365679.07147392037
837,241735.0799279596
838,526430.3521471017
839,240618.51521724282
840,478422.2367272452
841,411491.1228123335
842,404074.91548904165
843,281827.0618320867
844,345724.95123994333
845,519863.08272939053
846,406884.55745500355
847,726469.4693847847
848,416429.70597370376
849,340098.0975623031
850,535815.9854934379
851,413732.7317218122
852,555444.1498103654
853,989260.7431044078
854,494109.1773819138
855,629719.0377590515
856,335057.0187787219
857,604249.5979539986
858,517786.00015659246
859,381288.1419076715
860,1286894.37610213
861,547627.9542327094
862,255747.41589104262
863,773436.0610419019
864,824842.4341391824
865,540210.4696054577
866,401657.1069190904
867,533814.7987996683
868,175503.35717745754
869,637993.3238746978
870,648861.9086845233
871,353681.63753209554
872,348795.21016026114
873,279673.5483328465
874,423597.34556642454
875,195313.27768871546
876,327184.34419330937
877,266860.33651438425
878,439954.22602939495
879,270595.4710654267
880,438225.3955453581
881,847069.6451339093
882,384808.0855229519
883,351154.4584851535
884,506371.0411840876
885,425394.9863526396
886,190839.3223949759
887,320871.06688467134
888,396417.65316148306
889,590678.5101226971
890,247221.8048843781
891,441540.2424083382
892,1036954.1457580054
893,636809.6851687506
894,537624.154403289
895,681769.6776441105
896,286318.9557599211
897,984854.4214217495
898,623659.9417292378
899,900721.7568623261
900,415077.22569487983
901,748760.4402006122
902,907757.398794354
903,594782.7374032591
904,207040.32772996786
905,838794.0096509263
906,248499.46670741597
907,744054.8804505229
908,346678.1605963226
909,670950.8023063608
910,824508.2634295721
911,619548.5641650851
912,466984.1715771636
913,613989.2415920661
914,570182.1988082167
915,1005193.344990473
916,417934.51928090927
917,578424.5882740963
918,459926.665077353
919,332936.5458271951
920,257441.4598864451
921,340683.925857866
922,433719.14618298225
923,536393.5865886488
924,437720.5511219233
925,349622.64144757215
926,260382.2342566487
927,268996.9181248803
928,384276.2526096436
929,481475.55617689615
930,289840.32887550874
931,507833.89732934977
932,651348.1459192594
933,603978.8001043539
934,876275.2732747903
935,656399.457582047
936,601569.2771939709
937,634114.3217914264
938,641882.3418772098
939,852227.1086705525
940,356490.5669466908
941,1784555.5208485455
942,317955.99082060036
943,259037.2180048146
944,423607.954971666
945,212452.52119915825
946,345620.3635449568
947,513204.41326425417
948,612895.8050529028
949,1258186.1229576946
950,333631.3430096328
951,274880.19259618176
952,397576.85674449627
953,1882235.9133479681
954,423779.6490604918
955,388335.46742446814
956,797111.3773886086
957,562319.3284270399
958,549760.2281519503
959,1473185.9401822574
960,1454726.7408847725
961,425642.9546134608
962,322588.6941104229
963,521021.1868922571
964,722530.1267001699
965,584443.4588250814
966,344731.71481926745
967,443130.7102182843
968,358949.35686666536
969,600230.2241249698
970,707021.9406379975
971,697782.7112771245
972,637771.3788111081
973,276858.47763687273
974,261110.75680349083
975,340872.5522834756
976,199360.96819503594
977,329817.6792675591
978,272298.94352380076
979,298674.87835438934
980,1267412.7148092927
981,685539.6909569456
982,265464.07723259815
983,309862.1828960737
984,406470.1756254078
985,181121.89117399353
986,754658.0291824525
987,267374.2466118085
988,688751.4655457344
989,558282.3555985325
990,391780.2851150478
991,396163.5542508236
992,497014.7880126965
993,296411.81317584455
994,933689.1161764158
995,348740.4291672382
996,563747.5359587332
997,421648.84387456416
998,268261.70761193114
999,401697.8259209895
1000,263043.7464779515
1001,617247.1395721547
1002,500869.46934360114
1003,454735.5196814745
1004,314622.1923405799
1005,261427.10985078858
1006,199888.851128825
1007,495740.6028161185
1008,317175.7659762576
1009,347727.30362845876
1010,893107.5458326493
1011,428868.085048919
1012,360671.16059749
1013,359420.6381267561
1014,544847.3381048838
1015,428541.2168140305
1016,1036847.3653053632
1017,462258.2089562629
1018,475725.150813742
1019,436329.34975817817
1020,345167.8624487829
1021,3370572.857259233
1022,285526.68152444763
1023,404428.1057396318
1024,374985.57111350074
1025,1408349.5505106617
1026,222200.15254004134
1027,879015.273632436
1028,546003.8169306805
1029,444377.3566856089
1030,718844.6473382987
1031,496783.33422158426
1032,662963.2220615554
1033,287647.2324703276
1034,221960.42080339126
1035,365462.258715547
1036,498779.6869227603
1037,285820.5613589261
1038,376859.42931205657
1039,335721.25254357647
1040,312233.7469440529
1041,320706.8732962205
1042,580925.4331403441
1043,598987.7374582326
1044,386485.6745421265
1045,439935.9736991585
1046,816274.1301649596
1047,461883.58585930977
1048,198151.02860809537
1049,451689.6998409985
1050,905293.7883160533
1051,420868.9826593998
1052,905956.9661368807
1053,167505.0661664278
1054,437388.69185875834
1055,2187506.838879402
1056,688212.0873914999
1057,305174.67523322284
1058,429922.51165038854
1059,430098.3536727228
1060,586133.5024343161
1061,556336.9563944248
1062,566450.4258513728
1063,288250.6908258968
1064,1809723.9118938013
1065,497466.65884074266
1066,435085.7399515676
1067,610912.1919915437
1068,239658.35941304936
1069,588636.8719752603
1070,549711.1392692679
1071,686480.0955215856
1072,408482.168277565
1073,627149.3354990691
1074,257071.24838430644
1075,379443.572292621
1076,321177.8379313412
1077,353153.69421957596
1078,250828.3421936237
1079,805258.3427837696
1080,312008.3094352682
1081,602704.5073925531
1082,298196.157235936
1083,424876.4022808395
1084,401012.85612150637
1085,313021.7054034131
1086,480660.12182399
1087,524092.42729953927
1088,586904.3400471833
1089,400907.6918663494
1090,1189678.2717673692
1091,386609.7482550575
1092,1520176.3269008587
1093,295400.8636578982
1094,230806.08466986803
1095,292796.0476133486
1096,521751.4528357649
1097,504908.1348382734
1098,717685.9560799656
1099,319918.8533942294
1100,678895.7146971998
1101,373800.98365416826
1102,424665.6622580939
1103,460621.3010050222
1104,1464577.502096729
1105,677870.2810250028
1106,278962.1884388434
1107,736787.2877166381
1108,313236.07748803066
1109,268472.0943174147
1110,477792.5444966322
1111,420553.3593033064
1112,434788.46462647844
1113,302284.5115806639
1114,693256.587312717
1115,240301.86553583623
1116,332559.0626201014
1117,1633517.3597609983
1118,1156305.4048305806
1119,320061.5676990656
1120,357406.1365759917
1121,617125.9505656159
1122,759262.8765978336
1123,271673.92804944626
1124,463775.6020854127
1125,373862.91507723834
1126,229606.55884021719
1127,460692.0819070111
1128,469672.7057513641
1129,364012.8983413765
1130,496715.21879891114
1131,550585.2961174184
1132,697414.003872123
1133,483215.3996001772
1134,659278.6028526188
1135,486988.56776834175
1136,301662.70662811014
1137,691515.6976889985
1138,378639.6566015866
1139,228556.93478286156
1140,190162.48771675082
1141,324782.6791606763
1142,545421.734094164
1143,266921.1971346396
1144,427811.5784797486
1145,481216.0349156725
1146,285908.9378630362
1147,741841.7984375046
1148,427827.20308135485
1149,1541086.0630202433
1150,787617.690821111
1151,744917.6439859469
1152,703496.8079809037
1153,457070.5056439989
1154,273793.1799056378
1155,355126.74141129793
1156,1511749.1323349369
1157,270967.9630885328
1158,345809.40991094976
1159,665013.3936453236
1160,431378.2172889658
1161,270025.2758401668
1162,643262.8699247944
1163,478464.2101588839
1164,386938.55383786594
1165,253979.59475040622
1166,470462.1552827987
1167,414491.5706109793
1168,428479.85998342553
1169,240931.94255596935
1170,754649.5772236721
1171,605312.126187076
1172,440618.97855802265
1173,298041.0856610919
1174,398091.36034284346
1175,503925.09532147273
1176,539782.7473786625
1177,580764.4779679698
1178,486083.9056016523
1179,632057.4418102532
1180,223123.05918616313
1181,333996.49039495667
1182,1108846.3128856823
1183,338826.3393447513
1184,479491.7568293103
1185,1487747.4159730095
1186,487517.01940927055
1187,672201.3330373918
1188,3073111.899609519
1189,412147.98043188575
1190,507809.18339227577
1191,499818.90280326374
1192,327067.2662530618
1193,996877.4030164598
1194,606233.1189293123
1195,416600.8920291031
1196,427037.9955072126
1197,363969.4308023645
1198,309846.3631075011
1199,650050.551524932
1200,287973.85689370905
1201,1108187.1361571404
1202,468600.28221585724
1203,483704.6484130458
1204,991700.146752316
1205,670079.2659006508
1206,258977.4972028186
1207,269591.13587252924
1208,767930.0587739078
1209,577153.9408581742
1210,390451.09124627255
1211,1103854.4287166263
1212,271266.40131770563
1213,362765.6583036116
1214,421701.23816934245
1215,624596.7333571204
1216,722268.2171046472
1217,567444.3809842757
1218,1059197.7853556299
1219,315039.58726338996
1220,587106.7294002254
1221,206941.5327140119
1222,408060.02443994395
1223,369132.48106623325
1224,276605.5163289664
1225,354060.7080141969
1226,290088.21807539766
1227,426088.5712533105
1228,381816.6890991097
1229,360374.3821363177
1230,240647.6577530287
1231,444750.7812138769
1232,407296.6400774366
1233,746588.1208814401
1234,449657.1836941767
1235,302164.0694410012
1236,243444.4786606009
1237,561630.0326104333
1238,574598.213518698
1239,324213.9663938135
1240,481352.26333821437
1241,506134.28533514077
1242,466656.39661334676
1243,280388.02332311095
1244,352757.6032570497
1245,703965.2158637972
1246,1131489.734055202
1247,433288.30488850013
1248,359488.61236669734
1249,650004.8778200481
1250,429027.624546883
1251,568551.0424172634
1252,699533.7141001071
1253,385328.8434036067
1254,544074.839524479
1255,462716.70332561666
1256,599223.3760973722
1257,376284.3215191788
1258,410649.17199607834
1259,718517.8171053632
1260,349991.4447130827
1261,387478.8462514635
1262,536228.7904920186
1263,722540.452109459
1264,550664.8249779795
1265,247965.23199967857
1266,377180.3049198495
1267,510917.2220453357
1268,199793.31382366817
1269,490545.07167640404
1270,180857.09146911968
1271,382720.4285183465
1272,402591.9961103579
1273,551787.2099296671
1274,470293.566193791
1275,362192.04252811417
1276,576836.2980163927
1277,489440.0323056117
1278,472532.4171027147
1279,723691.8735231084
1280,635153.7375979514
1281,688739.106425229
1282,517326.38334481884
1283,866662.6489172005
1284,1090105.163087193
1285,222674.45023153198
1286,316161.85550501535
1287,350452.5444982912
1288,259982.9993226466
1289,555345.8525436016
1290,593393.8604677767
1291,654221.5891729955
1292,289916.74103295774
1293,523238.7604508538
1294,663538.4067463671
1295,235231.4474717031
1296,440730.3784462748
1297,360130.7039159359
1298,591883.8955460265
1299,283724.14944697346
1300,388630.8539919768
1301,305634.1464505975
1302,506039.7494893795
1303,467897.9539133351
1304,251941.88845734988
1305,742785.0684019772
1306,636004.3732619719
1307,526829.6514841212
1308,394231.262832427
1309,246199.12467897698
1310,684668.0243776252
1311,241912.06251881365
1312,207155.58464857456
1313,529130.1684808701
1314,588760.6869514439
1315,288827.12999362376
1316,443167.69099574594
1317,286463.37008064624
1318,578426.7131929295
1319,318782.50650919985
1320,308533.3802002431
1321,481594.32008271315
1322,519485.7981103135
1323,328130.42235236673
1324,272545.1507120843
1325,378575.5720258356
1326,535938.272803853
1327,299827.89762349584
1328,3164801.8980785767
1329,927373.3045111503
1330,580998.0735205387
1331,635172.2059673156
1332,419824.41746999917
1333,469827.99357370374
1334,451792.07495908777
1335,529205.6771747816
1336,406851.6173546764
1337,638176.4306519993
1338,392051.6171829461
1339,233736.8189283331
1340,859560.8174700295
1341,363711.75696130656
1342,256027.4566089072
1343,268818.7657761772
1344,456001.9056714027
1345,443583.44665970653
1346,649874.7590159387
1347,586480.9184634807
1348,537581.7016953684
1349,618059.9100708682
1350,1040110.638972323
1351,332331.3260831837
1352,425940.56623385905
1353,374468.67523420893
1354,511254.3975959083
1355,463844.64604764385
1356,315640.0564353173
1357,452485.2643676946
1358,1333187.8958467722
1359,942202.2530996298
1360,580536.2637221442
1361,312982.80607286294
1362,258305.39740354288
1363,390434.9868092004
1364,330114.676003912
